BattSchedule_MW,SOC_percent,EnergyPriceDA_AUDperMWh,EnergyProfit_AUD,L1SCapacity,L1SPrice_AUDperMW,L1SRev_AUD,R6SCapacity,R6SPrice_AUDperMW,R6SRev_AUD,R1SCapacity,R1SPrice_AUDperMW,R1SRev_AUD,R60SCapacity,R60SPrice_AUDperMW,R60SRev_AUD,L60SCapacity,L60SPrice_AUDperMW,L60SRev_AUD,RREGCapacity,RREGPrice_AUDperMW,RREGRev_AUD,LREGCapacity,LREGPrice_AUDperMW,LREGRev_AUD,R5MCapacity,R5MPrice_AUDperMW,R5MRev_AUD,L6SCapacity,L6SPrice_AUDperMW,L6SRev_AUD,CapacityObligation
0.00,0.73,82.43,0.00,0.00,0.00,0.00,0.50,20.11,9.27,0.00,0.00,0.00,-0.00,4.72,-0.00,0.00,1.02,0.00,0.50,23.27,10.73,0.50,14.22,7.11,0.00,0.76,0.00,0.00,0.18,0.00,0.00
0.00,0.72,82.71,0.00,0.00,0.00,0.00,0.50,19.82,9.13,0.00,0.00,0.00,-0.00,4.72,-0.00,0.00,0.91,0.00,0.50,21.97,10.13,0.50,7.50,3.75,0.00,0.76,0.00,0.00,0.09,0.00,0.00
0.00,0.72,80.13,0.00,0.00,0.00,0.00,0.50,17.60,8.11,0.00,0.00,0.00,-0.00,5.99,-0.00,0.00,0.92,0.00,0.50,20.93,9.65,0.50,7.75,3.87,0.00,0.75,0.00,0.00,0.11,0.00,0.00
-0.00,0.72,86.31,0.00,0.00,0.00,0.00,0.50,12.65,5.83,0.00,0.00,0.00,0.00,5.20,0.00,0.00,0.98,0.00,0.50,22.12,10.20,0.50,7.91,3.95,0.00,0.81,0.00,0.00,0.26,0.00,0.00
1.00,0.72,97.00,89.43,0.00,0.00,0.00,0.00,7.64,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,1.03,0.00,0.00,15.59,0.00,0.50,8.75,4.37,0.00,0.76,0.00,0.00,0.46,0.00,0.00
0.50,0.47,88.25,40.68,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,2.90,0.00,0.00,1.19,0.00,0.50,17.12,7.89,0.50,13.43,6.72,0.00,0.75,0.00,0.50,0.98,0.49,0.00
1.00,0.35,97.00,89.43,0.00,0.00,0.00,0.00,4.13,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.00,1.03,0.00,0.00,14.00,0.00,0.50,13.81,6.90,0.00,0.73,0.00,0.50,0.96,0.48,0.00
0.01,0.10,82.77,0.86,0.00,0.00,0.00,0.49,5.22,2.35,0.00,0.00,0.00,0.00,2.93,0.00,0.00,1.03,0.00,0.50,12.65,5.83,0.50,8.16,4.08,0.00,0.74,0.00,0.50,0.31,0.16,0.00
-0.00,0.10,84.15,0.00,0.00,0.00,0.00,0.50,18.53,8.54,0.00,0.00,0.00,0.00,6.14,0.00,0.04,1.03,0.04,0.50,19.57,9.02,0.50,13.88,6.94,0.00,0.69,0.00,0.46,0.37,0.17,0.00
-0.00,0.10,52.39,0.00,0.00,0.00,0.00,0.50,20.26,9.34,0.00,0.00,0.00,0.00,4.42,0.00,0.50,2.02,1.01,0.50,16.52,7.61,0.50,22.00,11.00,0.00,0.67,0.00,0.00,0.31,0.00,0.00
0.00,0.10,29.21,0.00,0.00,0.00,0.00,0.50,12.96,5.97,0.00,0.00,0.00,-0.00,9.19,-0.00,0.50,10.30,5.15,0.50,12.77,5.89,0.50,22.34,11.17,0.00,0.54,0.00,-0.00,1.71,-0.00,0.00
0.00,0.11,28.30,0.00,0.00,0.00,0.00,0.50,13.29,6.12,0.00,0.00,0.00,-0.00,2.92,-0.00,0.50,9.20,4.60,0.50,11.16,5.14,0.50,12.11,6.05,0.00,0.56,0.00,-0.00,0.84,-0.00,0.00
0.00,0.11,17.95,0.00,0.00,0.00,0.00,0.50,3.59,1.65,0.00,0.00,0.00,-0.00,2.21,-0.00,0.50,14.17,7.08,0.50,8.75,4.03,0.50,12.64,6.32,0.00,0.60,0.00,-0.00,2.12,-0.00,0.00
0.00,0.12,25.39,0.00,0.00,0.00,0.00,-0.00,1.24,-0.00,0.00,0.00,0.00,0.50,1.85,0.85,0.50,12.47,6.23,0.50,13.79,6.36,0.50,11.59,5.79,0.00,0.42,0.00,-0.00,0.94,-0.00,0.00
0.00,0.12,23.85,0.00,0.00,0.00,0.00,-0.00,0.97,-0.00,0.00,0.00,0.00,0.50,1.20,0.55,0.50,9.98,4.99,0.50,11.94,5.50,0.50,11.25,5.62,0.00,0.39,0.00,-0.00,0.84,-0.00,0.00
0.00,0.12,17.81,0.00,0.00,0.00,0.00,-0.00,1.11,-0.00,0.00,0.00,0.00,0.50,1.61,0.74,0.50,8.32,4.16,0.50,9.34,4.30,0.50,10.84,5.42,0.00,0.42,0.00,0.00,0.74,0.00,0.00
-0.08,0.11,11.04,-0.86,0.00,0.00,0.00,0.01,0.75,0.01,0.00,0.00,0.00,0.49,1.22,0.55,0.42,7.74,3.27,0.50,9.49,4.37,0.50,12.32,6.16,0.00,0.36,0.00,0.00,1.14,0.00,0.00
-1.00,0.13,-1.53,1.53,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,4.21,0.00,0.50,12.58,5.80,-0.00,7.08,-0.00,0.00,0.35,0.00,0.00,0.89,0.00,0.00
0.00,0.36,18.09,0.00,0.00,0.00,0.00,-0.00,1.18,-0.00,0.00,0.00,0.00,0.50,1.03,0.48,0.50,2.39,1.20,0.50,14.59,6.72,0.50,5.47,2.73,0.00,0.56,0.00,-0.00,0.50,-0.00,0.00
0.00,0.36,18.86,0.00,0.00,0.00,0.00,0.50,4.19,1.93,0.00,0.00,0.00,-0.00,2.12,-0.00,0.50,1.15,0.58,0.50,17.79,8.20,0.50,5.98,2.99,0.00,0.65,0.00,-0.00,0.14,-0.00,0.00
0.00,0.36,50.66,0.00,0.00,0.00,0.00,0.50,22.70,10.46,0.00,0.00,0.00,-0.00,15.10,-0.00,0.00,0.27,0.00,0.50,33.02,15.22,0.50,10.77,5.38,0.00,0.74,0.00,0.00,0.04,0.00,0.00
0.00,0.36,53.21,0.00,0.00,0.00,0.00,0.00,31.88,0.00,0.00,0.00,0.00,0.50,30.32,13.98,0.00,0.55,0.00,0.50,44.60,20.56,0.50,10.07,5.04,0.00,0.69,0.00,0.00,0.16,0.00,0.00
0.00,0.35,42.15,0.00,0.00,0.00,0.00,0.50,30.93,14.26,0.00,0.00,0.00,-0.00,9.67,-0.00,0.00,0.86,0.00,0.50,34.89,16.08,0.50,9.41,4.70,0.00,0.69,0.00,0.00,0.15,0.00,0.00
-0.00,0.35,55.42,0.00,0.00,0.00,0.00,0.00,18.30,0.00,0.00,0.00,0.00,0.50,18.56,8.56,0.00,0.99,0.00,0.50,24.39,11.24,0.50,10.49,5.25,0.00,0.74,0.00,0.00,0.18,0.00,0.00
0.00,0.35,32.89,0.00,0.00,0.00,0.00,0.50,19.28,8.89,0.00,0.00,0.00,-0.00,9.53,-0.00,0.50,2.52,1.26,0.50,16.93,7.81,0.50,10.49,5.25,0.00,0.61,0.00,-0.00,0.62,-0.00,0.00
0.00,0.35,14.88,0.00,0.00,0.00,0.00,0.50,17.47,8.05,0.00,0.00,0.00,-0.00,7.69,-0.00,0.50,1.25,0.62,0.50,16.75,7.72,0.50,10.51,5.26,0.00,0.57,0.00,-0.00,0.34,-0.00,0.00
0.00,0.35,53.20,0.00,0.00,0.00,0.00,0.50,33.77,15.57,0.00,0.00,0.00,-0.00,18.34,-0.00,0.00,0.67,0.00,0.50,32.37,14.92,0.50,11.03,5.51,0.00,0.70,0.00,0.50,0.55,0.27,0.00
0.50,0.35,47.25,21.78,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.00,0.00,3.64,0.00,0.00,0.92,0.00,0.50,17.36,8.00,0.50,9.49,4.75,0.00,0.71,0.00,0.00,0.20,0.00,0.00
0.00,0.23,37.10,0.00,0.00,0.00,0.00,0.50,4.17,1.92,0.00,0.00,0.00,-0.00,2.80,-0.00,0.50,2.77,1.39,0.50,13.69,6.31,0.50,9.74,4.87,0.00,0.76,0.00,-0.00,0.99,-0.00,0.00
0.00,0.23,30.88,0.00,0.00,0.00,0.00,0.50,3.31,1.53,0.00,0.00,0.00,-0.00,2.10,-0.00,0.50,2.65,1.33,0.50,10.43,4.81,0.50,10.90,5.45,0.00,0.76,0.00,-0.00,0.71,-0.00,0.00
0.00,0.24,31.53,0.00,0.00,0.00,0.00,0.50,4.99,2.30,0.00,0.00,0.00,-0.00,3.49,-0.00,0.50,9.44,4.72,0.50,12.44,5.73,0.50,12.61,6.31,0.00,0.78,0.00,-0.00,1.05,-0.00,0.00
0.54,0.24,47.65,23.54,0.00,0.00,0.00,0.00,4.24,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.50,4.58,2.29,0.46,11.33,4.85,0.50,7.86,3.93,0.00,0.78,0.00,-0.00,0.37,-0.00,0.00
0.05,0.11,43.83,1.99,0.00,0.00,0.00,0.45,9.14,3.80,0.00,0.00,0.00,0.00,6.59,0.00,0.00,0.99,0.00,0.50,12.91,5.95,0.50,8.22,4.11,0.00,0.72,0.00,0.00,0.05,0.00,0.00
0.00,0.10,15.11,0.00,0.00,0.00,0.00,0.07,7.68,0.52,0.00,0.00,0.00,0.43,7.02,2.76,0.50,1.31,0.65,0.50,9.46,4.36,0.50,19.28,9.64,0.00,0.73,0.00,0.00,0.07,0.00,0.00
-0.09,0.10,-24.18,2.17,0.00,0.00,0.00,0.50,14.09,6.50,0.00,0.00,0.00,-0.00,8.38,-0.00,0.41,12.67,5.20,0.50,9.96,4.59,0.50,18.33,9.16,0.00,0.82,0.00,0.00,2.56,0.00,0.00
-0.29,0.12,-39.34,11.34,0.00,0.00,0.00,-0.00,6.67,-0.00,0.00,0.00,0.00,0.50,8.46,3.90,0.50,43.78,21.89,0.50,11.99,5.53,0.21,27.76,5.88,0.00,0.83,0.00,0.00,6.62,0.00,0.00
0.00,0.19,-43.41,-0.00,0.00,0.00,0.00,0.50,2.54,1.17,0.00,0.00,0.00,-0.00,3.35,-0.00,0.50,56.74,28.37,0.50,8.43,3.89,0.50,35.81,17.90,0.00,0.76,0.00,0.00,9.62,0.00,0.00
0.00,0.19,-44.05,-0.00,0.00,0.00,0.00,0.50,1.06,0.49,0.00,0.00,0.00,-0.00,2.06,-0.00,0.50,71.48,35.74,0.50,12.26,5.65,0.50,54.00,27.00,0.00,0.61,0.00,0.00,9.70,0.00,0.00
0.00,0.20,-38.08,-0.00,0.00,0.00,0.00,0.50,2.16,0.99,0.00,0.00,0.00,-0.00,2.28,-0.00,0.50,57.80,28.90,0.50,11.60,5.35,0.50,49.16,24.58,0.00,0.69,0.00,0.00,8.47,0.00,0.00
0.00,0.20,-40.00,-0.00,0.00,0.00,0.00,0.50,2.75,1.27,0.00,0.00,0.00,-0.00,2.47,-0.00,0.50,49.32,24.66,0.50,12.37,5.70,0.50,39.45,19.72,0.00,0.74,0.00,0.00,9.41,0.00,0.00
-0.50,0.21,-40.00,20.00,0.00,0.00,0.00,0.50,3.35,1.54,0.00,0.00,0.00,-0.00,2.79,-0.00,0.50,27.96,13.98,0.50,14.41,6.64,0.00,26.35,0.00,0.00,0.76,0.00,0.00,9.47,0.00,0.00
-1.00,0.32,-39.14,39.14,0.00,0.00,0.00,0.50,3.33,1.53,0.00,0.00,0.00,-0.00,2.90,-0.00,0.00,21.02,0.00,0.50,16.93,7.80,0.00,23.33,0.00,0.00,0.74,0.00,0.00,9.53,0.00,0.00
-1.00,0.55,-38.77,38.77,0.00,0.00,0.00,0.50,1.96,0.90,0.00,0.00,0.00,-0.00,2.13,-0.00,0.00,11.85,0.00,0.50,12.33,5.68,0.00,20.82,0.00,0.00,0.72,0.00,0.00,8.69,0.00,0.00
-1.00,0.77,-31.88,31.88,0.00,0.00,0.00,0.50,2.87,1.32,0.00,0.00,0.00,-0.00,2.44,-0.00,0.00,2.59,0.00,0.50,18.24,8.41,0.00,17.83,0.00,0.00,0.70,0.00,0.00,1.24,0.00,0.00
0.00,1.00,-6.83,-0.00,0.00,0.00,0.00,0.50,3.72,1.72,0.00,0.00,0.00,-0.00,1.98,-0.00,0.13,0.96,0.12,0.50,17.93,8.26,0.50,12.10,6.05,0.00,0.70,0.00,0.00,0.12,0.00,0.00
0.00,1.00,9.81,0.00,0.00,0.00,0.00,0.50,5.00,2.30,0.00,0.00,0.00,-0.00,2.83,-0.00,0.13,1.02,0.13,0.50,12.13,5.59,0.50,10.49,5.25,0.00,0.74,0.00,0.00,0.09,0.00,0.00
0.50,1.00,26.90,12.40,0.00,0.00,0.00,0.00,5.24,0.00,0.00,0.00,0.00,0.00,4.03,0.00,0.00,0.74,0.00,0.50,15.14,6.98,0.50,10.12,5.06,0.00,0.75,0.00,0.00,0.03,0.00,0.00
0.00,0.87,20.72,0.00,0.00,0.00,0.00,-0.00,4.97,-0.00,0.00,0.00,0.00,0.50,4.28,1.97,0.00,1.02,0.00,0.50,12.36,5.70,0.50,10.49,5.25,0.00,0.78,0.00,0.00,0.16,0.00,0.00
0.00,0.87,19.42,0.00,0.00,0.00,0.00,0.50,3.47,1.60,0.00,0.00,0.00,-0.00,2.52,-0.00,-0.00,1.11,-0.00,0.50,12.76,5.88,0.50,10.49,5.25,0.00,0.73,0.00,0.50,0.33,0.17,0.00
0.30,0.87,24.48,6.85,0.00,0.00,0.00,0.00,2.49,0.00,0.00,0.00,0.00,0.20,1.96,0.35,0.00,1.03,0.00,0.50,13.11,6.04,0.50,9.10,4.55,0.00,0.68,0.00,0.00,0.05,0.00,0.00
1.00,0.79,40.07,36.94,0.00,0.00,0.00,0.00,6.07,0.00,0.00,0.00,0.00,0.00,2.34,0.00,0.00,0.19,0.00,-0.00,13.89,-0.00,0.50,10.06,5.03,0.00,0.74,0.00,0.00,0.03,0.00,0.00
0.00,0.54,18.33,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.50,1.76,0.81,0.50,2.59,1.29,0.50,10.69,4.93,0.50,10.49,5.25,0.00,0.72,0.00,-0.00,0.27,-0.00,0.00
0.00,0.54,19.21,0.00,0.00,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,-0.00,1.67,-0.00,0.50,6.03,3.02,0.50,9.03,4.16,0.50,10.49,5.25,0.50,0.73,0.34,-0.00,0.95,-0.00,0.00
0.00,0.53,18.33,0.00,0.00,0.00,0.00,0.00,1.48,0.00,0.00,0.00,0.00,-0.00,1.58,-0.00,0.50,8.21,4.10,0.50,8.37,3.86,0.50,10.49,5.25,0.50,0.74,0.34,-0.00,1.23,-0.00,0.00
0.00,0.53,15.00,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.50,1.55,0.71,0.50,8.39,4.20,0.50,7.87,3.63,0.50,11.29,5.65,0.00,0.75,0.00,-0.00,1.80,-0.00,0.00
0.00,0.53,12.47,0.00,0.00,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.50,1.40,0.65,0.50,8.75,4.38,0.50,5.82,2.68,0.50,10.49,5.25,0.00,0.64,0.00,-0.00,2.05,-0.00,0.00
0.00,0.53,21.10,0.00,0.00,0.00,0.00,0.50,4.23,1.95,0.00,0.00,0.00,-0.00,2.75,-0.00,0.50,5.24,2.62,0.50,7.91,3.65,0.50,9.18,4.59,0.00,0.63,0.00,-0.00,0.60,-0.00,0.00
0.00,0.53,7.41,0.00,0.00,0.00,0.00,0.50,3.29,1.52,0.00,0.00,0.00,-0.00,2.02,-0.00,0.50,2.51,1.26,0.50,8.22,3.79,0.50,18.48,9.24,0.00,0.51,0.00,-0.00,0.08,-0.00,0.00
0.00,0.53,0.39,0.00,0.00,0.00,0.00,0.50,2.56,1.18,0.00,0.00,0.00,-0.00,2.39,-0.00,0.50,4.56,2.28,0.50,6.60,3.04,0.50,13.55,6.78,0.00,0.66,0.00,-0.00,0.52,-0.00,0.00
0.00,0.54,6.94,0.00,0.00,0.00,0.00,-0.00,1.84,-0.00,0.00,0.00,0.00,0.50,2.17,1.00,0.50,7.94,3.97,0.50,9.19,4.23,0.50,10.76,5.38,0.00,0.75,0.00,-0.00,0.82,-0.00,0.00
0.00,0.54,8.74,0.00,0.00,0.00,0.00,0.00,1.01,0.00,0.00,0.00,0.00,0.50,1.12,0.52,0.50,5.92,2.96,0.50,9.47,4.36,0.50,8.03,4.01,-0.00,0.49,-0.00,-0.00,0.38,-0.00,0.00
0.00,0.54,10.16,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.50,0.97,0.45,0.50,6.26,3.13,0.50,8.57,3.95,0.50,7.49,3.75,0.00,0.41,0.00,-0.00,0.21,-0.00,0.00
0.00,0.54,5.40,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.50,0.96,0.44,0.50,3.42,1.71,0.50,8.68,4.00,0.50,6.14,3.07,-0.00,0.42,-0.00,-0.00,0.64,-0.00,0.00
0.00,0.54,4.47,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.50,0.99,0.46,0.50,3.98,1.99,0.50,9.83,4.53,0.50,5.10,2.55,-0.00,0.48,-0.00,-0.00,0.65,-0.00,0.00
0.00,0.54,-0.92,-0.00,0.00,0.00,0.00,-0.00,0.84,-0.00,0.00,0.00,0.00,0.50,0.99,0.46,0.50,3.46,1.73,0.50,9.73,4.48,0.50,5.84,2.92,0.00,0.53,0.00,-0.00,0.90,-0.00,0.00
0.00,0.53,-2.94,-0.00,0.00,0.00,0.00,-0.00,0.64,-0.00,0.00,0.00,0.00,0.50,0.99,0.45,0.50,2.53,1.26,0.50,12.08,5.57,0.50,5.73,2.87,0.00,0.51,0.00,0.00,1.02,0.00,0.00
-1.00,0.53,-16.01,16.01,0.00,0.00,0.00,0.50,0.88,0.41,0.00,0.00,0.00,-0.00,0.99,-0.00,0.00,1.18,0.00,0.50,14.48,6.67,-0.00,6.62,-0.00,0.00,0.65,0.00,0.00,0.79,0.00,0.00
-0.93,0.76,-10.10,9.36,0.00,0.00,0.00,0.50,1.88,0.87,0.00,0.00,0.00,-0.00,1.89,-0.00,0.00,0.93,0.00,0.50,13.54,6.24,0.07,9.18,0.67,0.00,0.68,0.00,0.00,0.20,0.00,0.00
0.00,0.97,6.01,0.00,0.00,0.00,0.00,0.50,3.12,1.44,0.00,0.00,0.00,-0.00,1.92,-0.00,0.39,0.38,0.15,0.50,14.19,6.54,0.50,10.49,5.25,0.00,0.67,0.00,0.00,0.05,0.00,0.00
0.00,0.97,22.80,0.00,0.00,0.00,0.00,0.50,5.14,2.37,0.00,0.00,0.00,-0.00,1.96,-0.00,0.00,0.25,0.00,0.50,17.95,8.28,0.50,10.49,5.25,0.00,0.67,0.00,0.00,0.04,0.00,0.00
1.00,0.97,43.19,39.81,0.00,0.00,0.00,0.00,5.98,0.00,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.04,0.00,0.00,14.04,0.00,0.50,10.31,5.15,0.00,0.73,0.00,0.00,0.03,0.00,0.00
1.00,0.72,60.19,55.49,0.00,0.00,0.00,0.00,3.05,0.00,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.53,0.00,-0.00,12.49,-0.00,0.50,10.49,5.25,0.00,0.74,0.00,0.00,0.06,0.00,0.00
0.00,0.48,14.69,0.00,0.00,0.00,0.00,0.50,2.03,0.93,0.00,0.00,0.00,0.00,1.52,0.00,0.50,1.39,0.69,0.50,12.49,5.76,0.50,10.76,5.38,0.00,0.72,0.00,0.00,0.11,0.00,0.00
0.00,0.48,19.42,0.00,0.00,0.00,0.00,0.00,1.99,0.00,0.00,0.00,0.00,0.50,1.98,0.91,0.50,1.64,0.82,0.50,13.18,6.08,0.50,6.90,3.45,-0.00,0.72,-0.00,0.00,0.07,0.00,0.00
0.50,0.48,35.36,16.30,0.00,0.00,0.00,0.00,2.22,0.00,0.00,0.00,0.00,0.00,1.96,0.00,0.50,2.02,1.01,0.50,14.28,6.58,0.50,10.12,5.06,0.00,0.71,0.00,0.00,0.23,0.00,0.00
0.00,0.36,19.18,0.00,0.00,0.00,0.00,0.00,1.06,0.00,0.00,0.00,0.00,-0.00,1.12,-0.00,0.50,5.90,2.95,0.50,10.30,4.75,0.50,10.49,5.25,0.50,0.68,0.31,-0.00,0.28,-0.00,0.00
0.00,0.35,16.84,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,-0.00,1.29,-0.00,0.50,12.40,6.20,0.50,9.93,4.58,0.50,13.66,6.83,0.50,0.68,0.31,-0.00,3.10,-0.00,0.00
0.00,0.35,13.05,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.50,1.29,0.59,0.50,14.51,7.25,0.50,10.62,4.89,0.50,15.13,7.57,0.00,0.64,0.00,-0.00,3.57,-0.00,0.00
0.00,0.35,16.91,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.00,0.50,1.34,0.62,0.50,14.82,7.41,0.50,9.55,4.40,0.50,16.18,8.09,0.00,0.63,0.00,-0.00,4.05,-0.00,0.00
0.00,0.35,19.54,0.00,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.00,0.00,-0.00,1.34,-0.00,0.50,7.37,3.68,0.50,7.46,3.44,0.50,8.92,4.46,0.50,0.64,0.29,-0.00,2.78,-0.00,0.00
